,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
12921,73227,@USER @USER LOVE HER!! She is a BADASS!,OFF,TIN,IND,    love her!! she is a badass!
12922,92682,@USER @USER &gt;&gt;&gt;&gt;&gt; Funner FACT: This company   .@USER  was created by the &gt;&gt;&gt;C.I.A.&lt;&lt;&lt;  And now the WORLD knows.            (((((LISTEN PLEASE))))) URL,NOT,,,     andgt  andgt  andgt  andgt  andgt  funner fact  this company       was created by the  andgt  andgt  andgt c i a  andlt  andlt  andlt   and now the world knows             (((((listen please))))) url
12923,11515,#DontMessAroundWith conservatives. Dismiss them with prejudice.,NOT,,, dontmessaroundwith conservatives  dismiss them with prejudice 
12924,61705,@USER She has become a parody unto herself? She has certainly taken some heat for being such an....well idiot. Could be optic too  Who know with Liberals  They're all optics.  No substance,OFF,UNT,,  she has become a parody unto herself? she has certainly taken some heat for being such an    well idiot  could be optic too  who know with liberals  they are all optics   no substance
12925,64574,@USER @USER @USER Oh you just wait til you see the next hurricane meal I tweet out!  You are gonna be sooo jealous...,NOT,,,      oh you just wait til you see the next hurricane meal i tweet out!  you are gonna be sooo jealous   
12926,64137,@USER @USER This is super underrated,NOT,,,    this is super underrated
12927,88778,@USER @USER @USER Maybe he is just light in his loafers,NOT,,,      maybe he is just light in his loafers
12928,99587,@USER Actually this should be given to the powers that be before this nut bar takes a gun and does what she is saying she will.,NOT,,,  actually this should be given to the powers that be before this nut bar takes a gun and does what she is saying she will 
12929,85714,@USER “the sex symbol of rap” LMAOOO BITCH YOUre  FAT aS FUCK ANYWAYS you tryna fight?,OFF,TIN,GRP,   the sex symbol of rap  lmaooo bitch youre  fat as fuck anyways you tryna fight?
12930,92997,@USER @USER All of us are scratching our heads over this. He is trying to intimidate. Don't let him.,NOT,,,    all of us are scratching our heads over this  he is trying to intimidate  do not let him 
12931,53393,@USER You do mean the bernie assholes that stayed home,OFF,TIN,IND,  you do mean the bernie assholes that stayed home
12932,83251,@USER And I am just over the #justdoit #nike,NOT,,,  and i am just over the  justdoit  nike
12933,28973,@USER She is beautiful!!! God bless you both 🙏,NOT,,,  she is beautiful!!! god bless you both  
12934,88008,@USER Hope he is feeling much better!!!,NOT,,,  hope he is feeling much better!!!
12935,22388,@USER Who talks shit on buff chicken dip dude it’s buff chicken dip,OFF,TIN,IND,  who talks shit on buff chicken dip dude it s buff chicken dip
12936,10144,@USER @USER I agree..but they are still conservatives at heart.  May hate 45* but still have their conservative ideals.,NOT,,,    i agree  but they are still conservatives at heart   may hate 45  but still have their conservative ideals 
12937,77680,#WashingtonPost broke the story therapist notes Miss Ford stated four men assaulted her 😠 now it's two😮 #VoteDemsOut to end #DirtyTricks stop what's wrong with #DC #Kavanaugh #maga #FoxNews #Liar #CNN #msnbc #SenFlake #Wrong to use #MeToo for politics  #ChristineBlaseyFord URL,OFF,TIN,OTH, washingtonpost broke the story therapist notes miss ford stated four men assaulted her   now it  two   votedemsout to end  dirtytricks stop what is wrong with  dc  kavanaugh  maga  foxnews  liar  cnn  msnbc  senflake  wrong to use  metoo for politics   christineblaseyford url
12938,11342,@USER @USER @USER You missed Rachel Maddow's show?  She had some of them.  She didn't look at them before air time.  She proved he paid a butt load in taxes.  #maga #WalkAway,NOT,,,      you missed rachel maddow  show?  she had some of them   she did not look at them before air time   she proved he paid a butt load in taxes    maga  walkaway
12939,47669,@USER Believe in something. Even if it means sacrificing everything - like Hitler did,NOT,,,  believe in something  even if it means sacrificing everything   like hitler did
12940,64750,#MalcolmX on Liberals..............................wise man!  URL,NOT,,, malcolmx on liberals                              wise man!  url
12941,76380,Accept me for who I am. I understand it's not easy. But neither is loving someone who only tries to  correct your flaws that only make you so incredibly unique. 👑,NOT,,,accept me for who i am  i understand it  not easy  but neither is loving someone who only tries to  correct your flaws that only make you so incredibly unique   
12942,51664,@USER He is toxic even for alligators,OFF,TIN,IND,  he is toxic even for alligators
12943,74550,@USER whoaaa that's amazing i wanna see her now 😝   also you are a kinky lil slut but ily,OFF,TIN,IND,  whoaaa that  amazing i wanna see her now     also you are a kinky lil slut but ily
12944,56573,@USER (who she is currently dating),NOT,,,  (who she is currently dating)
12945,13602,@USER @USER @USER No worries Antifa. You can still live in your parents basement and go to your community college!!!,OFF,TIN,IND,      no worries antifa  you can still live in your parents basement and go to your community college!!!
12946,68693,@USER I eat some weird shit but this crossed the line,OFF,UNT,,  i eat some weird shit but this crossed the line
12947,98510,@USER A book? Still wanting money from the public. Liberals will probably buy it or Soros will buy up a lot of copies to make it a best seller as he has probably done with other liberal books.   #VoteRedToSaveAmerica 🇺🇸,NOT,,,  a book? still wanting money from the public  liberals will probably buy it or soros will buy up a lot of copies to make it a best seller as he has probably done with other liberal books     voteredtosaveamerica   
12948,21497,@USER @USER @USER Awesome!,NOT,,,      awesome!
12949,78188,@USER @USER WHAT A DOG..SHE IS...,OFF,TIN,IND,    what a dog  she is   
12950,28385,@USER henry,NOT,,,  henry
12951,11729,@USER There’s false reports of an antifa professor who was assaulted 36 ish (she can’t quite recall) years ago by an upstanding SCOTUS nominee. You should look into that.,NOT,,,  there s false reports of an antifa professor who was assaulted 36 ish (she can t quite recall) years ago by an upstanding scotus nominee  you should look into that 
12952,56764,@USER 60 minutes is the one that had bragged about her and her story.   you guys thought it was great she was female CEO.  that was your story.  Now she is the evil one.  CBS - why don't you verify before your reporting??,NOT,,,  60 minutes is the one that had bragged about her and her story    you guys thought it was great she was female ceo   that was your story   now she is the evil one   cbs   why do not you verify before your reporting??
12953,84118,@USER @USER @USER Cops rarely got shot in countries with gun control,OFF,TIN,OTH,      cops rarely got shot in countries with gun control
12954,24125,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed and retweeted. I follow all Trump supporters.,NOT,,,                                    followed and retweeted  i follow all trump supporters 
12955,86053,@USER His protest is indeed a right as it is my right to make sure none of my money goes to the NFL or anything he supports including Nike.,NOT,,,  his protest is indeed a right as it is my right to make sure none of my money goes to the nfl or anything he supports including nike 
